bin_low,bin_high,bin_center,lo_val,lo_err,lo_scale_env_low,lo_scale_env_high,nlo_val,nlo_err,nlo_scale_env_low,nlo_scale_env_high,kfactor,kfactor_joint_scale_env_low,kfactor_joint_scale_env_high
300.0,330.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan
330.0,360.0,345.0,0.0011532290413157663,6.208776447723002e-05,0.0011089576463762707,0.001192155452153217,0.0011096316023078909,0.00010200164397940467,0.0010383616108973666,0.0011688213337376244,0.9621953337576954,0.9229584640620768,0.9878865298678464
360.0,390.0,375.0,0.004218478406204337,0.00011874795874002531,0.004104558784235048,0.004311594478217209,0.004288726142919974,0.00018691611770884234,0.004248604002953869,0.004349054033552691,1.0166523874135092,0.9853904453256036,1.0512804112614997
390.0,420.0,405.0,0.004442438828721167,0.0001218593804891001,0.0043465715888431344,0.004517266840236961,0.0045772303595199085,0.0001968619063383035,0.004543396859287251,0.0046715412494443866,1.0303417865716664,1.0057844754304837,1.0686462050487293
420.0,450.0,435.0,0.004078085305523531,0.00011675524265658187,0.004023392454060588,0.004119804783067306,0.0038060363959163,0.00018666892855369042,0.003761392548017222,0.0038431098325075646,0.9332900395097775,0.9156192054527353,0.9551913904468666
450.0,480.0,465.0,0.003676962160717323,0.00011086458050391473,0.003647659679528827,0.0036992277787674015,0.003406569019085961,0.0001761485559962885,0.0033496030104669316,0.0034483351606290876,0.92646289795416,0.9166756781556957,0.9326907664034172
480.0,510.0,495.0,0.0028446316352447785,9.751271657851023e-05,0.0028425354857186252,0.0028456322092533623,0.002996005326231953,0.00016099221181252845,0.002959080400077396,0.0030534300013830185,1.0532138112758311,1.0398674819799711,1.0741923950374455
510.0,540.0,525.0,0.002406738868832245,8.969386191334122e-05,0.002393672435454314,0.002420826977188304,0.0022192632046162614,0.00014969748738604446,0.0020469870223504185,0.002318998479937594,0.922103861518243,0.8470924828966881,0.967981947883108
540.0,570.0,555.0,0.0019320764808125523,8.036378713845613e-05,0.0019139362299492543,0.00195267408198521,0.0018863737239238221,0.0001361278755701702,0.0018653940377974148,0.0019129631437858566,0.9763452651369632,0.9643187178017436,0.9930178812891909
570.0,600.0,585.0,0.0014072736996921878,6.858632346798174e-05,0.0013885738498486727,0.0014298833674776575,0.0014647137150467298,0.00012281371294482825,0.0013618299278064319,0.001519515250675184,1.040816520174509,0.9564912792362124,1.0942991983039154
600.0,630.0,615.0,0.0011665998128089633,6.244665627847235e-05,0.0011504917380045607,0.0011870749001681646,0.0013371060807812975,0.00011165452617341072,0.001288444548344684,0.0014071844691061503,1.1461566049473175,1.117112411132859,1.1923497369615892
630.0,660.0,645.0,0.0010128359406335699,5.8185904484315095e-05,0.0009941467922125052,0.0010361182588093255,0.0011706613404350778,0.00010335073241341982,0.0011338640444132795,0.0012135065481025074,1.1558252363189065,1.1376485311647517,1.178334201079758
660.0,690.0,675.0,0.0008457012969646638,5.3168784999951506e-05,0.0008253530368453568,0.0008717931733152733,0.0009542831779849923,9.15025660367762e-05,0.0009127307989458522,0.0010142621252196165,1.1283927095891226,1.0755793240260318,1.209526337033863
690.0,720.0,705.0,0.0006451397245619767,4.6438173517343904e-05,0.0006278350854929837,0.0006667909811577672,0.0006491344873502564,8.097270039571997e-05,0.0006367347428541443,0.0006599203509067384,1.0061920893043628,0.9564967847122441,1.0511046071733328
720.0,750.0,735.0,0.0005348308597404989,4.228209199315558e-05,0.0005194698735976059,0.0005551817780729575,0.0006158455392810126,7.982409326418292e-05,0.0005742469391915744,0.0006322094121241953,1.1514771970709061,1.04660160158384,1.2109953360784038
750.0,780.0,765.0,0.00047466238801969275,3.983278275107619e-05,0.0004589844797840664,0.0004942289736883715,0.000416111850865549,6.726784095084666e-05,0.0004053616603930227,0.00042636063011808307,0.8766480373588931,0.8437380714458931,0.8976385041303893
780.0,810.0,795.0,0.0003376119802111899,3.359364761706117e-05,0.0003262328628855567,0.0003523236148003966,0.00036063027075014243,6.493952458232433e-05,0.0003303923898308915,0.0003738264242229357,1.0681797207686576,0.9470789477636118,1.14093819639999
810.0,840.0,825.0,0.00037438160181834924,3.5375736208909766e-05,0.0003593177025247246,0.00039390311919570157,0.0002996005326231953,5.603364923635593e-05,0.0002877676478066549,0.0003109438611661171,0.8002544226747609,0.7671103874434262,0.8400653908279323
840.0,870.0,855.0,0.00022730311538971204,2.756455158187795e-05,0.00021930254117246626,0.00023780163068630656,0.00012760763426543503,5.0546125050727586e-05,8.838826120968833e-05,0.00014829273151433973,0.5613985274537538,0.37641911923215426,0.6724651650265401
870.0,900.0,885.0,0.0002239604225163339,2.736112037662703e-05,0.00021487245140222635,0.00023529308250614026,0.0002496671105193294,4.6086461733893794e-05,0.0002396468581297107,0.0002626336379183737,1.1147822803429506,1.0590714528197276,1.185810589564572
900.0,930.0,915.0,0.00021393234389619953,2.674154298702804e-05,0.0002052881929734296,0.00022503936411487482,0.00023857079449624808,4.541363055854088e-05,0.0002355424958038555,0.0002387234823052387,1.1151693575236252,1.0601798553448007,1.16045412351848
930.0,960.0,945.0,0.0002039042652760652,2.6107265930959954e-05,0.0001948298388426746,0.0002153144638046248,0.00012760763426543503,3.8837106080776244e-05,0.00011446171257875783,0.00013366781831847903,0.6258213092927092,0.5370311423046997,0.6800071865585863
960.0,990.0,975.0,0.00014039310068188096,2.1663125746781988e-05,0.0001324622435235355,0.0001501221194394601,0.0001886373723923822,4.077046842181828e-05,0.00016295736606408324,0.00022747137234829372,1.343637055355154,1.2249527658300308,1.5287709366134405
990.0,1020.0,1005.0,0.00012033694344161225,2.0056157240271028e-05,0.00011418265666527856,0.00012835505415659842,9.986684420773175e-05,3.420114293701838e-05,9.51231938700131e-05,0.00010226684686575488,0.8298934753664187,0.7508311316362065,0.8956425594961032
1020.0,1050.0,1035.0,0.0001103088648214779,1.920230861925903e-05,0.00010380762231570106,0.00011831864624356277,3.3288948069243924e-05,2.829016596533587e-05,2.3738829603789323e-05,3.8060366817293864e-05,0.30177944558778863,0.20235726488797584,0.3652749193922504
1050.0,1080.0,1065.0,7.019655034094048e-05,1.5318143117246435e-05,6.676079915471947e-05,7.47714675785335e-05,0.00013870395028851634,3.2823345445510786e-05,0.00012572168271228379,0.00015638716625098273,1.975936846110521,1.8674107596156462,2.1288821433919156
1080.0,1110.0,1095.0,6.35111645941879e-05,1.4570460434350502e-05,5.9789930630800734e-05,6.833229138079731e-05,0.00012760763426543503,3.08908364559993e-05,0.0001109367276253533,0.00015335767810632472,2.009215782465951,1.8419920928522802,2.278563861430014
1110.0,1140.0,1125.0,6.0168471720806125e-05,1.4181844789139317e-05,5.6674833241563265e-05,6.495119719305662e-05,9.986684420773175e-05,2.9358092666048096e-05,9.167817908910272e-05,0.00011206123332493104,1.6597869507328373,1.6010616352823248,1.7646716146291623
1140.0,1170.0,1155.0,4.0112314480537414e-05,1.1579427781579942e-05,3.862992551047592e-05,4.221784984251809e-05,6.1029738126947186e-05,2.14879235808196e-05,5.265037011493273e-05,7.305945036052751e-05,1.5214713715051011,1.34945029687967,1.7638657968985436
1170.0,1200.0,1185.0,4.3455007353915535e-05,1.2052250553094256e-05,4.050369698143077e-05,4.7138928602385966e-05,1.6644474034621962e-05,1.664447403461839e-05,1.1966748150641037e-05,2.1017010075034064e-05,0.38302775786142407,0.2778433566881077,0.45148065735222837
1200.0,1230.0,1215.0,4.0112314480537414e-05,1.1579427781579942e-05,3.7618293673443946e-05,4.343908855792132e-05,0.0,1.754481613497546e-05,-9.175502878660139e-06,4.930052712395054e-06,0.0,-0.2162615914309785,0.1295288635067561
1230.0,1260.0,1245.0,5.348308597404988e-05,1.337077149351402e-05,4.8956398364826935e-05,5.923041988281587e-05,7.212605415002849e-05,2.287564150919405e-05,6.694417893711717e-05,7.879970784920249e-05,1.3485768974704304,1.2440095544273961,1.464289103179741
1260.0,1290.0,1275.0,3.67696216071593e-05,1.1086458050391472e-05,3.416077682441828e-05,4.025763653206265e-05,6.657789613848785e-05,2.0759306406865655e-05,5.947411632656286e-05,7.688425065616021e-05,1.810676673526732,1.7251147000721263,1.9473950847175163
1290.0,1320.0,1305.0,2.3398850113646828e-05,8.843934052227441e-06,2.200760044609896e-05,2.5199227804817497e-05,4.438526409232523e-05,1.9219383128813326e-05,3.800931188665529e-05,5.510586048228723e-05,1.8968993722660998,1.7113206336770366,2.225787962629567
1320.0,1350.0,1335.0,2.674154298702494e-05,9.454563192759545e-06,2.531455109382493e-05,2.8602248863333124e-05,2.2192632046162614e-05,1.3590156140606228e-05,1.892436095423428e-05,2.692470744766608e-05,0.8298934753664189,0.7341620603885534,0.9770285591135333
1350.0,1380.0,1365.0,2.0056157240268707e-05,8.187891906615076e-06,1.886739822776667e-05,2.16375926957951e-05,1.6644474034621962e-05,1.2406058463712305e-05,1.6133683270327375e-05,1.7182825429302836e-05,0.8298934753664189,0.7606840501148543,0.8829232302249386
1380.0,1410.0,1395.0,1.671346436689059e-05,7.474488492778433e-06,1.5186878711876347e-05,1.8766521079138537e-05,1.1096316023081307e-05,1.9219383128813326e-05,-1.413865754589874e-05,4.6614497626857416e-05,0.663914780293135,-0.9309784988828623,2.5086841227529892
1410.0,1440.0,1425.0,1.671346436689059e-05,7.474488492778433e-06,1.5408912164228423e-05,1.8389724573817764e-05,5.5481580115406534e-06,9.609691564406663e-06,4.873151073018485e-06,6.326046522285079e-06,0.3319573901465675,0.3162553606043286,0.3497384451008191
1440.0,1470.0,1455.0,1.671346436689059e-05,7.474488492778433e-06,1.5652258854139545e-05,1.8216275302707453e-05,1.6644474034621962e-05,1.2406058463712305e-05,1.6058532478637806e-05,1.7715446336240264e-05,0.9958721704397027,0.8815486268068783,1.096337013025502
1470.0,1500.0,1485.0,1.337077149351247e-05,6.68538574675701e-06,1.2222327591504766e-05,1.4824586025386808e-05,1.1096316023081307e-05,1.1096316023078927e-05,8.487746721450146e-06,1.5522802204625947e-05,0.8298934753664189,0.6889382168187578,1.0630099896950693
