bin_low,bin_high,bin_center,lo_val,lo_err,lo_scale_env_low,lo_scale_env_high,nlo_val,nlo_err,nlo_scale_env_low,nlo_scale_env_high,kfactor,kfactor_joint_scale_env_low,kfactor_joint_scale_env_high
0.0,0.07853981633974483,0.039269908169872414,0.0,0.0,0.0,0.0,20.498853639224464,6.212090749219782,14.640357637532716,29.582829554240192,nan,nan,nan
0.07853981633974483,0.15707963267948966,0.11780972450961724,0.0,0.0,0.0,0.0,24.891465133343978,6.037067054185681,17.777530748992024,35.885747272542666,nan,nan,nan
0.15707963267948966,0.23561944901923448,0.19634954084936207,0.0,0.0,0.0,0.0,16.10624214510493,5.67083705436141,11.577490785904146,23.06498900078644,nan,nan,nan
0.23561944901923448,0.3141592653589793,0.2748893571891069,0.0,0.0,0.0,0.0,14.642038313731753,4.630219065884349,10.249641997095303,21.62533704755434,nan,nan,nan
0.3141592653589793,0.39269908169872414,0.3534291735288517,0.0,0.0,0.0,0.0,14.642038313731753,4.630219065884349,10.292626564125554,21.52857084215449,nan,nan,nan
0.39269908169872414,0.47123889803846897,0.43196898986859655,0.0,0.0,0.0,0.0,13.177834482358588,4.856214725265637,9.594954955587927,18.635388624652798,nan,nan,nan
0.47123889803846897,0.5497787143782138,0.5105088062083414,0.0,0.0,0.0,0.0,14.642038313731753,5.478549081400157,10.64479188980384,20.60763667944758,nan,nan,nan
0.5497787143782138,0.6283185307179586,0.5890486225480862,0.0,0.0,0.0,0.0,21.96305747059763,5.67083705436141,15.910414083406032,31.14509447563026,nan,nan,nan
0.6283185307179586,0.7068583470577035,0.667588438887831,0.0,0.0,0.0,0.0,10.249426819612227,4.392611494119533,7.39768727605214,14.640726877000638,nan,nan,nan
0.7068583470577035,0.7853981633974483,0.7461282552275759,0.0,0.0,0.0,0.0,11.713630650985401,4.630219065884349,8.276617266178256,17.040019475099623,nan,nan,nan
0.7853981633974483,0.8639379797371931,0.8246680715673207,0.0,0.0,0.0,0.0,11.713630650985401,4.630219065884349,8.26280261711786,17.128127651595218,nan,nan,nan
0.8639379797371931,0.9424777960769379,0.9032078879070655,0.0,0.0,0.0,0.0,21.96305747059763,5.670837054361407,15.92571842273375,31.365746888732858,nan,nan,nan
0.9424777960769379,1.0210176124166828,0.9817477042468103,0.0,0.0,0.0,0.0,20.498853639224475,5.856815325492711,14.901766448462315,28.997139363662004,nan,nan,nan
1.0210176124166828,1.0995574287564276,1.0602875205865552,0.0,0.0,0.0,0.0,14.642038313731753,4.630219065884349,10.660350877040484,20.712806265842726,nan,nan,nan
1.0995574287564276,1.1780972450961724,1.1388273369263,0.0,0.0,0.0,0.0,16.10624214510493,5.279261991746821,11.508863174442958,23.34535634853705,nan,nan,nan
1.1780972450961724,1.2566370614359172,1.2173671532660448,0.0,0.0,0.0,0.0,13.177834482358577,4.856214725265638,9.242738700327811,19.365209531695022,nan,nan,nan
1.2566370614359172,1.335176877775662,1.2959069696057897,0.0,0.0,0.0,0.0,17.5704459764781,5.478549081400157,12.732688292446923,25.007825222097736,nan,nan,nan
1.335176877775662,1.413716694115407,1.3744467859455345,0.0,0.0,0.0,0.0,23.427261301970802,5.856815325492711,16.481984047433194,34.398221512428414,nan,nan,nan
